Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10902968290,241444183,2019-08-04 19:20:37,2019-08-04 19:44:06,112.201.163.220,,,,43,PSY C101 - Understanding the Self,101M,01:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easy to use and being able to see and keep with your grades.,I can find a way to set up a quiz such that the system knows students only have to answer a subset of the question given.,I like to suggest the learning tools see the knowledge on how to incorporate learning tools in canvas course.
10902939704,241444183,2019-08-04 18:31:05,2019-08-04 18:35:10,110.54.229.84,,,,44,PSY C101 - Understanding the Self,C101K,06:00 PM,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,
10902937516,241444183,2019-08-04 18:25:19,2019-08-04 18:34:37,180.191.138.198,,,,45,NST C101- National Service Training Program 1,101M,02:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10902937227,241444183,2019-08-04 18:26:41,2019-08-04 18:31:04,112.205.229.133,,,,46,PSY C101 - Understanding the Self,103k,04:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,the organized modules and subjects.,sometimes it's laggy,i suggest that they must add some source materials and some preferences
10902936512,241444183,2019-08-04 18:25:43,2019-08-04 18:29:36,112.205.253.205,,,,47,FOS C101 - Strategies for Academic Success in College,101GA,12:00 PM,Strongly Agree,N/A,N/A,N/A,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10902910917,241444183,2019-08-04 17:36:30,2019-08-04 17:40:05,180.190.118.8,,,,48,HIS C101- Readings in Philippine History,102F,12:1 PM,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,,
10902904709,241444183,2019-08-04 17:23:18,2019-08-04 17:35:03,175.176.26.189,,,,49,PSY C101 - Understanding the Self,BSBA 101 M,09:00 AM,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
10902904384,241444183,2019-08-04 17:24:36,2019-08-04 17:28:55,180.191.139.220,,,,50,HIS C101- Readings in Philippine History,101M,10:30 AM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I like in canvas is advance reading in my subject,Sometimes i can't pass the activity because i didn't internet connection,I suggest to use it every weekends or exams
10902899967,241444183,2019-08-04 17:15:17,2019-08-04 17:24:09,180.191.139.220,,,,51,ENG C101- Purposive Communication,101M,01:30 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I like in canvas is i can advance read in my subjects,Sometimes i cant understand the module and i cant communicate in my instructor,I suggest the canvas is use every weekends only because for me i also understand the lesson if face to face discussion
10902897488,241444183,2019-08-04 17:11:24,2019-08-04 17:13:29,112.205.166.231,,,,52,"NSC C202 - Science, Technology and Society",403I,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10902894679,241444183,2019-08-04 17:04:58,2019-08-04 17:10:28,112.205.166.231,,,,53,NST C101- National Service Training Program 1,102P,02:30 PM,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,,
10902894408,241444183,2019-08-04 17:05:41,2019-08-04 17:12:45,180.191.139.220,,,,54,NST C101- National Service Training Program 1,101M,08:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I like the best in canvas is i can advance reading in module every subject,"Sometimes i don't have a load, wifi connection or money to go to computer shop because of that i cant answer my forum or quiz because canvas need a internet connection",I suggest the canvas is use every weekends  because i like the discussion face to face
10902889294,241444183,2019-08-04 16:55:32,2019-08-04 17:00:14,130.105.217.157,,,,55,FOS C101 - Strategies for Academic Success in College,103H,10:30 AM,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,It helps us to work on our quiz and others activities even if we where outside of our school premises,"There's a little bit of a glitch. When we are taking our quiz, the quiz that we take must be done right? So if we press the back button, the quiz is still marked as not yet answered",I would like to suggest that this canvas should be exterminated
10902888802,241444183,2019-08-04 16:54:32,2019-08-04 17:04:25,180.191.139.220,,,,56,PSY C101 - Understanding the Self,101M,09:00 AM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,The best in canvas is i can advance reading in my subject because of the modules,Sometimes i didn't have an idea what are the task because sometimes i dont have a load and canvas needs an internet connection,"I suggest that only use this on weekends or every prelim, midterm and finals because i want the discussion face to face."
10902877348,241444183,2019-08-04 16:33:38,2019-08-04 16:35:20,110.54.141.18,,,,57,HIS C101- Readings in Philippine History,101s,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10902876423,241444183,2019-08-04 16:31:46,2019-08-04 16:33:16,110.54.141.18,,,,58,ENG C101- Purposive Communication,101s,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10902874207,241444183,2019-08-04 16:27:55,2019-08-04 16:29:47,110.54.141.18,,,,59,FOS C101 - Strategies for Academic Success in College,101s,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Its easy to use,None,None
10902872802,241444183,2019-08-04 16:24:52,2019-08-04 16:27:27,110.54.141.18,,,,60,PHI C102- Ethics,101s,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It saves my time,None,None
10902870461,241444183,2019-08-04 16:20:37,2019-08-04 16:24:15,110.54.141.18,,,,61,NST C101- National Service Training Program 1,101s,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Time flexibility,None,None
10902784252,241444183,2019-08-04 13:25:04,2019-08-04 13:30:08,112.201.169.197,,,,62,EGR 36 - Engineering Management,E,07:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,N/A
10902771537,241444183,2019-08-04 12:59:04,2019-08-04 13:09:49,120.29.75.45,,,,63,ITC C203 - Social and Professional Issues in IT,205I,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,EASY TO USE,there is no notification for us to see what activities or quizzes that will remind us to answer those tasks.,Notification System
10902766160,241444183,2019-08-04 12:48:18,2019-08-04 12:54:21,112.201.162.27,,,,64,PSY C101 - Understanding the Self,BSA-103A,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Modules have been posted and easily to take down notes in home,"LOTS of activities or forum, students dont have the time for his/her family in weekends instead they are doing canvas all day long.",Try to lessen some of the forums. It distract our quality time w/ our family
10902750299,241444183,2019-08-04 12:18:52,2019-08-04 12:25:15,61.9.106.140,,,,65,ENG C101- Purposive Communication,BSBA-MKTG 103K,04:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,They upload all the lessons here in canvas so I can read easily the lesson whenever I am,The discussion sometimes about the assignment is not easy to coop up,
10902740139,241444183,2019-08-04 11:58:08,2019-08-04 12:04:03,112.205.219.46,,,,66,HIS C101- Readings in Philippine History,BSHM 103H,09:00 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,For me even that was difficult in the school work area to do even at home,,
10902732832,241444183,2019-08-04 11:45:51,2019-08-04 11:50:36,112.201.78.157,,,,67,HIS C101- Readings in Philippine History,101F,09:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10902719117,241444183,2019-08-04 11:21:51,2019-08-04 11:30:22,112.201.163.239,,,,68,EGR 36 - Engineering Management,E11-L,07:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Easy to communicate,Basic Activities,"I like to suggest that dont give too much activities here in canvas because we can't enjoy our weekends with friends, family and etc."
10902715094,241444183,2019-08-04 11:15:08,2019-08-04 11:25:29,182.18.240.22,,,,69,ITC C203 - Social and Professional Issues in IT,201BA,01:30 PM,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,,,
10902713609,241444183,2019-08-04 11:13:54,2019-08-04 11:17:18,175.176.17.106,,,,70,NST C101- National Service Training Program 1,102M,08:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,All of feature,The best thing  of this is the topic that talks other people,N/A
10902711272,241444183,2019-08-04 11:09:15,2019-08-04 11:13:31,112.205.168.204,,,,71,PSY C101 - Understanding the Self,101-M,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10902706952,241444183,2019-08-04 11:02:54,2019-08-04 11:05:39,175.176.17.106,,,,72,FOS C101 - Strategies for Academic Success in College,102M,10:30 AM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Teach me about jru,Teach me how to be a best student,N/A
10902704137,241444183,2019-08-04 10:58:06,2019-08-04 11:05:00,120.29.85.209,,,,73,"NSC C202 - Science, Technology and Society",201-G,03:00 PM,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Accessible and convenient to use whwn home.,It doesn’t notify us when there is quiz or activities that needs to be done and the canvass mobile app doesn’t work anymore.,Please bring back the accessibility of canvass through mobile app so that we will be notify if there’s something. Thank you
10902704034,241444183,2019-08-04 10:59:08,2019-08-04 11:02:05,175.176.17.106,,,,74,ENG C101- Purposive Communication,102M,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,All of feature,Topics in this subject,N/A
10902701762,241444183,2019-08-04 10:51:07,2019-08-04 10:58:48,175.176.17.106,,,,75,ENG C101- Purposive Communication,102M,09:00 AM,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,The subject and topic,This subject teach as to communicate properly,N/A
