Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44
11044036659,247032279,10/05/2019 12:17,10/05/2019 12:20,114.108.241.58,,,,48,HIS C101- Readings in Philippine History,101R,12:21 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11044036657,247032279,10/05/2019 12:16,10/05/2019 12:19,114.108.241.58,,,,49,HIS C101- Readings in Philippine History,101R,12:18 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11044036473,247032279,10/05/2019 12:16,10/05/2019 12:20,114.108.241.58,,,,50,HIS C101- Readings in Philippine History,101R,12:00 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,easy to access,somes it not notifying me if i have activity on it,
11044036426,247032279,10/05/2019 12:16,10/05/2019 12:26,114.108.241.58,,,,51,HIS C101- Readings in Philippine History,101r,12:15 PM,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,you can do it anywhere and when you want it,"as for now, none",more subjects to be consider in canvas
11044036412,247032279,10/05/2019 12:17,10/05/2019 12:19,114.108.241.58,,,,52,HIS C101- Readings in Philippine History,101R,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,easy access,none,none  
11044036236,247032279,10/05/2019 12:16,10/05/2019 12:20,114.108.241.58,,,,53,HIS C101- Readings in Philippine History,101r,12:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,all,non,non
11044036216,247032279,10/05/2019 12:16,10/05/2019 12:20,203.160.174.174,,,,54,HIS C101- Readings in Philippine History,101R,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,easy ,,
11044036190,247032279,10/05/2019 12:16,10/05/2019 12:20,114.108.241.58,,,,55,HIS C101- Readings in Philippine History,101-R,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy to access,none,i suggest that the canvas should notify the students if there's an assignment or home work
11044036188,247032279,10/05/2019 12:16,10/05/2019 12:18,203.160.174.174,,,,56,HIS C101- Readings in Philippine History,101-R,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11044036170,247032279,10/05/2019 12:16,10/05/2019 12:22,114.108.241.58,,,,57,HIS C101- Readings in Philippine History,101-R,12:19 PM,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy acess  ,,fix quizzes and subjects that sometimes don't work
11044036146,247032279,10/05/2019 12:16,10/05/2019 12:19,114.108.241.58,,,,58,HIS C101- Readings in Philippine History,101r,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11044036134,247032279,10/05/2019 12:16,10/05/2019 12:19,114.108.241.58,,,,59,HIS C101- Readings in Philippine History,101-R,12:00 PM,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,,,
11044036093,247032279,10/05/2019 12:16,10/05/2019 12:20,114.108.241.58,,,,60,HIS C101- Readings in Philippine History,101-R,12:00 PM,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,It can easily access on computer and its blended learning,It has issues when using on cellphone ,Fix the canvass on mobile phones
11044036035,247032279,10/05/2019 12:16,10/05/2019 12:18,203.160.174.174,,,,61,HIS C101- Readings in Philippine History,101R,12:17 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,quizess,quizess,don't use canvas for examination
11044035988,247032279,10/05/2019 12:17,10/05/2019 12:18,203.160.174.174,,,,62,HIS C101- Readings in Philippine History,101r,12:15 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11044035979,247032279,10/05/2019 12:16,10/05/2019 12:21,114.108.241.58,,,,63,HIS C101- Readings in Philippine History,101r,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy to access,none  ,to have educational games  
11044035853,247032279,10/05/2019 12:16,10/05/2019 12:22,114.108.241.58,,,,64,HIS C101- Readings in Philippine History,101R,12:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,EASY TO ACCESS,,
11044009411,247032279,10/05/2019 11:44,10/05/2019 11:46,130.105.186.43,,,,65,ENG C101- Purposive Communication,Bsa 102-A,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,The time they gave to us when it comes to the due date of the assignments and activities,,
11044002662,247032279,10/05/2019 11:36,10/05/2019 11:40,175.176.33.11,,,,66,TRM 31 - Tour and Travel Mgt,301TM,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,friendly for the students like me. helps to lessen our stress,i hope i can also communicate with my prof here,i highly suggest that make every subject available on canvas and also teach more our prof how to use it
11043998177,247032279,10/05/2019 11:30,10/05/2019 11:35,175.176.33.11,,,,67,ENG C101- Purposive Communication,104A,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,very accessible for working students like me,i think my professor needs to attend the orientation on how to use canvass,make canvas available on all subjects 
11043915816,247032279,10/05/2019 10:02,10/05/2019 10:08,175.176.17.187,,,,68,PSY C101 - Understanding the Self,103M,1:30 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,The module of my subjects is in my canvas,None,None
11042777391,247032279,10/05/2019 00:12,10/05/2019 00:19,112.201.166.81,,,,69,ENG C101- Purposive Communication,SP101A,10:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,What I like best here in canvas is that I can access it anywhere and anytime of the day.,What I like least here in canvas is the activities that has the same due date. It stresses me especially when a lot of activities should be passed that day. ,I would like to suggest that we should take the exams and quizzes that are posted here in canvas at school's computer laboratory and not at home.
11042716650,247032279,10/04/2019 23:51,10/04/2019 23:59,112.201.166.81,,,,70,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"What I like best here in canvas is that it is very convenient, which I can access it anytime anywhere.","What I like least here in canvas is when it pressures me to do tasks, especially of the deadlines of the activities are the same due date.","I would like to suggest that the quizzes and examinations here in canvas should be done on-site, and not at home."
11041860054,247032279,10/04/2019 18:01,10/04/2019 18:05,203.160.174.174,,,,71,TRM 23 - Tourism Marketing and Sales,301TM,4:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,easy to access  ,"time limit, internet connection",have push notification.
11041829709,247032279,10/04/2019 17:42,10/04/2019 17:44,112.201.75.199,,,,72,PHI C102- Ethics,102H,12:00 PM,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,
11041825560,247032279,10/04/2019 17:39,10/04/2019 17:40,112.201.75.199,,,,73,ENG C101- Purposive Communication,102H,9:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041822779,247032279,10/04/2019 17:37,10/04/2019 17:39,112.201.75.199,,,,74,ENG C101- Purposive Communication,102H,9:00 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041677923,247032279,10/04/2019 15:59,10/04/2019 16:04,114.108.241.58,,,,75,HIS C101- Readings in Philippine History,102TM,1:30 PM,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Quizzes codes is not being provided even if I emailed the professor,Remove canvas
11041673233,247032279,10/04/2019 15:57,10/04/2019 15:58,114.108.241.58,,,,76,HIS C101- Readings in Philippine History,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,-,-
11041663311,247032279,10/04/2019 15:50,10/04/2019 15:54,114.108.241.58,,,,77,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Modules,Quizzes ,None
11041662866,247032279,10/04/2019 15:50,10/04/2019 15:53,114.108.241.58,,,,78,HIS C101- Readings in Philippine History,SP101A,3:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I like the modules that I can access anytime, anywhere.",What I hate in canvas is the long text that I need to read.,Summarize the text to understand it better.
11041661694,247032279,10/04/2019 15:48,10/04/2019 15:52,203.160.174.174,,,,79,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,I can access anytime and anywhere. ,,
11041660393,247032279,10/04/2019 15:48,10/04/2019 15:49,110.54.197.245,,,,80,ENG C101- Purposive Communication,102P,1:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041659290,247032279,10/04/2019 15:47,10/04/2019 15:49,114.108.241.58,,,,81,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,N/A,NOTHING! KEEP IT UP
11041658992,247032279,10/04/2019 15:46,10/04/2019 15:50,203.160.174.174,,,,82,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,can't access when the connection is slow,none
11041658921,247032279,10/04/2019 15:47,10/04/2019 15:49,203.160.174.174,,,,83,HIS C101- Readings in Philippine History,SP101A,3:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,quiz,modules,summarize all the modules to understand it easily
